,OBO_V_BG_2022,OGV_V_BG_2022,VNP_H_CG_2022,OGV_V_SP_2019,GVB_V_BG_2022,BPN_H_CG_2022,BGB_H_SP_2019,BGB_H_SP_2019,BGB_H_SP_2019,BTN_V_SP_2019,VBV_V_BG_2022,MN_V_BG_2022,GOM_V_SP_2019,VMO_V_BG_2022,VMT_V_WO_2019,GNG_V_BG_2022,VNT_V_WO_2019,BMO2_V_SP_2019,BMO2_V_SP_2019,BGTO_V_SP_2019,BPO_V_SP_2019,GPG_H_CG_2022,BMO1_V_SP_2019,GBP_H_CG_2022,UK3_NU_2019,UK4_NU_2019,VTP_V_WO_2019,PBV_H_CG_2022,VTG_V_WO_2019,NBO_V_BG_2022,PBG_H_CG_2022,OMP_V_BA_2019,OMB_V_BA_2019,VPO_V_BA_2019,Polly_WT,BGO_V_BA_2019,PMmiddle_CG_2022,OPB_V_BA_2019,OPB_V_BA_2019,GO_H_BG_2019,Heidi_2019,PGV_H_CG_2022,GOT_H_BG_2019,Lawrence_WT,Atticus_WT,GVO_H_BG_2019,Monster_WT,PVB_H_CG_2022,TG_H_CG_2019,TNG_H_CG_2019,TNG_H_CG_2019,TVT_H_CG_2019,VNT_H_CG_2019,VNT_H_CG_2019,VPB_H_CG_2019,OGV_V_SP_2019,VNG_V_BG_2022,VPG_H_CG_2019,VPN_H_CG_2019,VPNT_H_CG_2019,VPO_H_CG_2019,VPT_H_CG_2019,VTO_H_CG_2019,PGB_H_CG_2022,P_H_CG_2019,NOP_H_CG_2019,PNG_H_CG_2019,TOG_H_CG_2019,VBP_H_CG_2019,VG_H_CG_2019,VNP_H_CG_2019,VOV_H_CG_2019,TNP_H_CG_2019,GPN_H_CG_2022,TGV_H_CG_2019,TV_H_CG_2019,PVBN_H_CG_2022,VPNT_H_CG_2019,Shakespeare_WT,PNV_V_NB_2019,PVO_V_NB_2019,PVO_V_NB_2019,BGT1_V_SP_2019,PMV_V_NB_2019,GNT_V_NB_2019,GNV_V_NB_2019,BGN_V_BA_2019,PVNBsm_CG_2022,BTO_V_BA_2019,GBN_H_BG_2019,BMO1_V_SP_2019,VPG_H_CG_2022,NBG_V_BG_2022,OVB_V_BG_2022,PGP_H_CG_2022,MGV_V_BG_2022,BNwing_CG_2022,ONM_V_BG_2022,ONO_V_BG_2022,VPM_H_CG_2022,NBO_V_SP_2019,ONO_V_BG_2022,OMB_V_BG_2022,PVBsm_CG_2022,BVG_V_BG_2022,BVG_V_BG_2022,VMV_V_BG_2022,PVG_H_CG_2022,POM_V_SP_2019,PVM_H_CG_2022,VPB_H_CG_2022,TPOP_V_SP_2019,VPM_H_CG_2022,Lawrence_WT,Shakespeare_WT,Polly_WT,Polly_WT,Chesea_WT,King_Monkey_WT,Doepel_WT,
VPB_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959701111,,,,,,,,,,,0.974021254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974021254
OGV_V_SP_2019,,,,0.951820992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.951820992
VNG_V_BG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.969959981,,,,,,,,,,,,,,,,,,,,,,,,0.969677319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.969959981
VPG_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.973872073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975070264,,,,,,,,,,,,,,,,,0.975070264
VPN_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9788473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9788473
VPNT_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.992311319,,,,,,,,,,,,,,,,,0.977169542,,,,,,,,,,,,,,,,,,,,,,,,,,0.992311319
VPO_H_CG_2019,,,,,,0.970003594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.970003594
VPT_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959216993,,,,,,,,,,,,,0.959216993
VTO_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.955534376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.955534376
PGB_H_CG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975599701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975599701
P_H_CG_2019,,,0.965219323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.965219323
NOP_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982828411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982828411
PNG_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.971445897,,,,,,,,,,,0.971445897
TOG_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,0.965961911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.965961911
VBP_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.977260023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.977260023
VG_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96931792,,,,,,,,,,0.96931792
VNP_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.955190254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.955190254
VOV_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982730603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982730603
TNP_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995382512,,0.995382512
GPN_H_CG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.963158477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.963158477
TGV_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.963158477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.963158477
TV_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994330557,,,,,0.969677319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994330557
PVBN_H_CG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959701111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959701111
VPNT_H_CG_2019,,,,,,,,,,,,,,,,,,,,,,0.957566427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.992311319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975716386,,,,,,,,,,,,,,,,,,,,,,,,,,0.992311319
Shakespeare_WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994893045,,,,,,0.994893045
PNV_V_NB_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99102519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99102519
PVO_V_NB_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993659929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991289844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993659929
PVO_V_NB_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.992355907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991289844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.992355907
BGT1_V_SP_2019,,,,,,,,,,,,,,,,,,,,0.988544277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.988544277
PMV_V_NB_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99102519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99102519
GNT_V_NB_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.992782381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.992782381
GNV_V_NB_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.992782381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.992782381
BGN_V_BA_2019,,,,,,,,,,,,,,,,0.9734459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9734459
PVNBsm_CG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974021254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974021254
BTO_V_BA_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.990816446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.990816446
GBN_H_BG_2019,,,,,,,,,,,0.960679496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.960679496
BMO1_V_SP_2019,,,,,,,,,,,,,,,,,,,,,,,0.991514551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991514551
VPG_H_CG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.955190254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.955190254
NBG_V_BG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.957279894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.957279894
OVB_V_BG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.965198456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.965198456
PGP_H_CG_2022,,,,,,,,,,,,,,,,,,,,,,0.954361756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.977169542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.977169542
MGV_V_BG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.980628164,,,,,,,,,,,,,,,,,,,,,,,0.980628164
BNwing_CG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.976097299,0.978315273,,0.977233415,0.979302832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.979302832
ONM_V_BG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.980628164,,,,,,,,,,,,,,,,,,,,,,,,,0.980628164
ONO_V_BG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.951892246,,,,,,,,,,,,,,,,,,,0.951892246
VPM_H_CG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968864516,,,,,,,,0.968864516
NBO_V_SP_2019,,,,,,,,,,,,,,,,,,0.995008749,0.992265002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995008749
ONO_V_BG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.951892246,,,,,,,,,,,,,,,,,,,,,,0.951892246
OMB_V_BG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974816599,,,,,,,,,,,,,,0.974816599
PVBsm_CG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.964743875,,,,,,,,,,0.975070264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975070264
BVG_V_BG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.973320129,,,,,,,,,,,,,,,0.973320129
BVG_V_BG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.973320129,,,,,,,,,,,,,,,,0.973320129
VMV_V_BG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974816599,,,,,,,,,,,,,,,,,,0.974816599
PVG_H_CG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959216993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959216993
POM_V_SP_2019,,,,,,,,,,,,,0.99346018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99346018
PVM_H_CG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.971445897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.971445897
VPB_H_CG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96931792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96931792
TPOP_V_SP_2019,,,,,,,,,,,,,,,,,,,,,0.987972751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.987972751
VPM_H_CG_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968864516,,,,,,,,,,,,,,,,,,,,,0.968864516
Lawrence_WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994933985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994933985
Shakespeare_WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994893045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994893045
Polly_WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98217617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995722369,,,,0.995722369
Polly_WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.983049518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995722369,,,,,0.995722369
Chesea_WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.956812652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.956812652
King_Monkey_WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995382512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995382512
Doepel_WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991146101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991146101
